Date,Location,MinTemp,MaxTemp,Rainfall,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Temp9am,Temp3pm,RainToday,RainTomorrow,Coordinates
2017-01-01,Albury,15.5,31.6,0.0,WSW,39.0,E,W,9.0,24.0,63.0,25.0,1005.1,1004.1,23.4,31.4,No,No,"(-36.0736, 146.9135)"
2017-01-02,Albury,14.9,32.0,0.0,SE,35.0,SSW,WNW,9.0,9.0,63.0,30.0,1011.1,1009.9,20.6,30.5,No,No,"(-36.0736, 146.9135)"
2017-01-03,Albury,13.7,32.0,0.0,SE,24.0,SSE,W,13.0,6.0,51.0,30.0,1018.5,1014.7,21.1,29.5,No,No,"(-36.0736, 146.9135)"
2017-01-04,Albury,16.2,33.0,0.0,NNW,26.0,SE,NE,13.0,9.0,53.0,29.0,1018.4,1015.4,23.9,31.2,No,No,"(-36.0736, 146.9135)"
2017-01-05,Albury,18.0,33.5,0.0,SSE,35.0,ENE,N,11.0,7.0,48.0,30.0,1017.5,1013.1,24.3,32.4,No,No,"(-36.0736, 146.9135)"
2017-01-06,Albury,17.1,35.4,0.0,E,30.0,ESE,SSE,9.0,13.0,60.0,26.0,1016.1,1012.9,24.4,34.2,No,No,"(-36.0736, 146.9135)"
2017-01-07,Albury,17.9,35.4,0.0,N,28.0,ENE,ESE,11.0,13.0,48.0,25.0,1015.9,1010.4,26.2,33.6,No,No,"(-36.0736, 146.9135)"
2017-01-08,Albury,19.1,36.0,0.0,SE,24.0,SSE,SSE,6.0,13.0,67.0,35.0,1010.6,1007.0,23.2,32.2,No,No,"(-36.0736, 146.9135)"
2017-01-09,Albury,21.3,30.7,0.0,WSW,33.0,ESE,SSE,6.0,0.0,61.0,86.0,1009.7,1011.3,26.4,22.8,No,Yes,"(-36.0736, 146.9135)"
2017-01-10,Albury,19.8,31.0,10.6,SW,20.0,N,SSE,6.0,9.0,77.0,52.0,1012.0,1009.3,23.5,29.8,Yes,No,"(-36.0736, 146.9135)"
2017-01-11,Albury,20.1,34.2,0.0,W,39.0,ENE,WSW,2.0,19.0,72.0,17.0,1008.2,1006.6,25.9,33.1,No,No,"(-36.0736, 146.9135)"
2017-01-12,Albury,14.5,35.0,0.0,S,20.0,SE,SSE,6.0,9.0,57.0,20.0,1010.6,1007.5,22.4,32.8,No,No,"(-36.0736, 146.9135)"
2017-01-13,Albury,16.7,32.0,0.0,WSW,44.0,ESE,SSE,6.0,7.0,64.0,48.0,1003.2,1000.0,21.9,28.2,No,Yes,"(-36.0736, 146.9135)"
2017-01-14,Albury,16.9,25.4,14.2,SW,41.0,W,SW,20.0,26.0,62.0,37.0,1007.8,1009.3,18.9,23.8,Yes,No,"(-36.0736, 146.9135)"
2017-01-15,Albury,11.5,31.6,0.0,WNW,26.0,SSE,SW,13.0,13.0,62.0,25.0,1015.8,1013.4,18.0,28.5,No,No,"(-36.0736, 146.9135)"
2017-01-16,Albury,13.3,34.8,0.0,S,22.0,ESE,ESE,7.0,11.0,62.0,28.0,1015.9,1011.9,20.9,32.7,No,No,"(-36.0736, 146.9135)"
2017-01-17,Albury,16.0,40.9,0.0,W,39.0,SSE,WSW,6.0,19.0,56.0,13.0,1012.4,1006.5,22.5,39.3,No,No,"(-36.0736, 146.9135)"
2017-01-18,Albury,16.7,30.4,0.0,WNW,39.0,WSW,WSW,11.0,26.0,44.0,43.0,1007.2,1009.0,25.3,26.6,No,No,"(-36.0736, 146.9135)"
2017-01-19,Albury,14.9,33.3,0.0,SSE,24.0,SSE,SE,20.0,13.0,52.0,29.0,1011.3,1006.5,20.8,31.5,No,Yes,"(-36.0736, 146.9135)"
2017-01-20,Albury,18.6,28.1,18.0,WSW,54.0,ENE,WSW,13.0,26.0,100.0,61.0,996.6,995.9,19.3,25.7,Yes,Yes,"(-36.0736, 146.9135)"
2017-01-21,Albury,11.4,30.1,2.6,SE,24.0,S,S,11.0,11.0,64.0,34.0,1011.5,1010.6,17.6,26.7,Yes,No,"(-36.0736, 146.9135)"
2017-01-22,Albury,14.6,32.9,0.0,SE,28.0,SE,SSE,11.0,15.0,61.0,31.0,1015.3,1011.4,21.5,31.0,No,No,"(-36.0736, 146.9135)"
2017-01-23,Albury,19.2,39.3,0.0,N,46.0,SE,WNW,0.0,28.0,58.0,22.0,1009.1,1004.0,23.3,37.7,No,No,"(-36.0736, 146.9135)"
2017-01-24,Albury,23.2,32.6,0.0,WSW,50.0,W,WNW,20.0,24.0,71.0,34.0,1008.8,1009.9,25.6,31.7,No,No,"(-36.0736, 146.9135)"
2017-01-25,Albury,16.3,32.4,0.0,NW,28.0,ESE,WNW,9.0,15.0,53.0,16.0,1017.3,1013.4,22.1,30.5,No,No,"(-36.0736, 146.9135)"
2017-01-26,Albury,15.8,34.2,0.0,WSW,26.0,SE,SW,9.0,9.0,56.0,25.0,1014.7,1012.0,22.1,32.0,No,No,"(-36.0736, 146.9135)"
2017-01-27,Albury,17.4,35.9,0.0,SE,28.0,SE,NNE,9.0,7.0,55.0,27.0,1015.0,1011.5,23.5,34.4,No,No,"(-36.0736, 146.9135)"
2017-01-28,Albury,17.5,36.9,0.0,WNW,39.0,SE,W,7.0,17.0,64.0,14.0,1013.8,1011.2,23.6,35.7,No,No,"(-36.0736, 146.9135)"
2017-01-29,Albury,16.8,38.5,0.0,WNW,39.0,ESE,W,7.0,20.0,50.0,12.0,1015.3,1012.3,24.3,37.1,No,No,"(-36.0736, 146.9135)"
2017-01-30,Albury,16.4,42.5,0.0,WSW,72.0,SSE,W,2.0,33.0,46.0,9.0,1009.7,1004.7,23.5,40.9,No,No,"(-36.0736, 146.9135)"
2017-01-31,Albury,23.5,32.1,0.0,WNW,35.0,WNW,WNW,17.0,20.0,59.0,24.0,1009.5,1009.6,26.0,29.5,No,No,"(-36.0736, 146.9135)"
2017-02-01,Albury,15.7,27.8,0.0,SSW,39.0,SSE,SW,7.0,19.0,55.0,27.0,1013.3,1011.6,21.6,27.1,No,No,"(-36.0736, 146.9135)"
2017-02-02,Albury,11.9,28.1,0.0,W,52.0,SSE,WSW,0.0,17.0,65.0,26.0,1014.9,1013.5,16.9,26.8,No,No,"(-36.0736, 146.9135)"
2017-02-03,Albury,12.0,33.6,0.0,S,30.0,SSE,S,9.0,9.0,63.0,20.0,1015.1,1012.0,18.3,30.8,No,No,"(-36.0736, 146.9135)"
2017-02-04,Albury,14.5,34.3,0.0,S,26.0,SSW,SE,2.0,11.0,58.0,21.0,1013.3,1010.4,19.7,32.2,No,No,"(-36.0736, 146.9135)"
2017-02-05,Albury,18.9,32.6,0.0,WSW,52.0,SSE,SSE,6.0,15.0,49.0,40.0,1010.3,1008.0,23.3,29.9,No,Yes,"(-36.0736, 146.9135)"
2017-02-06,Albury,20.9,23.8,3.4,SSE,15.0,SSE,S,0.0,4.0,94.0,88.0,1011.9,1013.3,21.9,23.4,Yes,Yes,"(-36.0736, 146.9135)"
2017-02-07,Albury,18.9,33.1,5.2,SE,30.0,SE,S,20.0,11.0,66.0,42.0,1017.1,1015.4,21.8,31.4,Yes,No,"(-36.0736, 146.9135)"
2017-02-08,Albury,20.0,35.8,0.0,NNE,39.0,ESE,NNE,17.0,19.0,49.0,33.0,1020.1,1016.0,24.9,33.6,No,No,"(-36.0736, 146.9135)"
2017-02-09,Albury,20.5,40.3,0.0,NNE,33.0,SSE,NW,9.0,15.0,62.0,29.0,1016.4,1010.8,26.8,38.2,No,No,"(-36.0736, 146.9135)"
2017-02-10,Albury,23.0,43.7,0.0,WSW,44.0,SSE,W,7.0,30.0,67.0,17.0,1009.9,1006.1,28.2,42.4,No,No,"(-36.0736, 146.9135)"
2017-02-11,Albury,23.9,40.7,0.0,WNW,39.0,ENE,N,6.0,7.0,61.0,32.0,1006.6,1003.9,28.1,36.4,No,Yes,"(-36.0736, 146.9135)"
2017-02-12,Albury,20.0,21.2,1.4,SW,50.0,W,W,19.0,26.0,72.0,57.0,1003.3,1007.2,20.6,16.5,Yes,No,"(-36.0736, 146.9135)"
2017-02-13,Albury,10.0,25.6,1.0,WSW,43.0,W,SW,19.0,24.0,57.0,39.0,1011.0,1010.2,15.3,23.7,No,No,"(-36.0736, 146.9135)"
2017-02-14,Albury,11.5,28.6,0.0,SSE,24.0,S,SE,11.0,11.0,57.0,26.0,1016.0,1013.8,17.5,26.1,No,No,"(-36.0736, 146.9135)"
2017-02-15,Albury,11.9,32.9,0.0,N,31.0,ESE,NNE,7.0,19.0,65.0,27.0,1015.1,1010.2,18.4,30.6,No,No,"(-36.0736, 146.9135)"
2017-02-16,Albury,13.4,37.8,0.0,W,52.0,E,WNW,2.0,26.0,50.0,10.0,1010.8,1007.0,20.1,37.0,No,No,"(-36.0736, 146.9135)"
2017-02-17,Albury,17.5,32.0,0.0,NW,37.0,SE,NNW,6.0,13.0,53.0,37.0,1008.3,1007.1,23.3,28.9,No,No,"(-36.0736, 146.9135)"
2017-02-18,Albury,13.9,25.1,1.0,W,44.0,WSW,WNW,15.0,26.0,62.0,28.0,1008.6,1007.7,18.8,24.0,No,No,"(-36.0736, 146.9135)"
2017-02-19,Albury,7.6,22.4,0.0,W,67.0,ENE,WNW,6.0,20.0,54.0,31.0,1010.9,1008.5,14.5,20.9,No,No,"(-36.0736, 146.9135)"
2017-02-20,Albury,7.5,22.1,0.0,W,37.0,WNW,SW,13.0,15.0,82.0,42.0,1013.9,1013.2,11.0,18.9,No,No,"(-36.0736, 146.9135)"
2017-02-21,Albury,8.4,27.1,0.0,NNW,30.0,S,NNW,6.0,13.0,73.0,27.0,1020.9,1018.3,13.2,24.9,No,No,"(-36.0736, 146.9135)"
2017-02-22,Albury,10.6,34.7,0.0,N,39.0,SE,N,6.0,19.0,60.0,14.0,1018.6,1014.0,17.2,32.7,No,No,"(-36.0736, 146.9135)"
2017-02-23,Albury,14.5,35.9,0.0,WSW,37.0,SE,WSW,6.0,24.0,53.0,15.0,1015.9,1015.0,21.3,34.7,No,No,"(-36.0736, 146.9135)"
2017-02-24,Albury,15.1,33.6,0.0,WSW,52.0,SSE,W,9.0,22.0,52.0,16.0,1019.4,1016.2,20.6,32.9,No,No,"(-36.0736, 146.9135)"
2017-02-25,Albury,15.4,30.3,0.0,SE,31.0,SE,S,20.0,11.0,51.0,35.0,1019.4,1016.4,19.5,28.9,No,No,"(-36.0736, 146.9135)"
2017-02-26,Albury,14.7,30.9,0.0,NE,31.0,SE,SSE,13.0,13.0,55.0,30.0,1020.8,1018.5,21.0,28.3,No,No,"(-36.0736, 146.9135)"
2017-02-27,Albury,14.1,32.2,0.0,NNE,48.0,SSE,SE,2.0,13.0,60.0,28.0,1023.7,1020.2,20.1,30.2,No,No,"(-36.0736, 146.9135)"
2017-02-28,Albury,15.3,33.6,0.0,SSE,50.0,SE,SSE,9.0,13.0,59.0,26.0,1022.7,1019.0,20.7,32.0,No,No,"(-36.0736, 146.9135)"
2017-03-01,Albury,16.7,34.3,0.0,W,24.0,SSE,ESE,6.0,6.0,57.0,28.0,1021.5,1017.8,22.0,32.6,No,No,"(-36.0736, 146.9135)"
2017-03-02,Albury,17.7,34.5,0.0,SE,35.0,SE,WSW,7.0,15.0,58.0,31.0,1018.1,1014.5,23.3,32.5,No,No,"(-36.0736, 146.9135)"
2017-03-03,Albury,18.5,32.1,0.0,SE,54.0,SE,SE,11.0,30.0,51.0,36.0,1018.4,1016.0,24.4,31.2,No,No,"(-36.0736, 146.9135)"
2017-03-04,Albury,18.9,31.2,0.0,E,39.0,SE,ENE,0.0,24.0,62.0,36.0,1017.1,1013.9,20.6,29.4,No,No,"(-36.0736, 146.9135)"
2017-03-05,Albury,19.2,32.4,0.0,SE,33.0,S,E,9.0,9.0,77.0,28.0,1013.2,1010.1,20.7,31.0,No,No,"(-36.0736, 146.9135)"
2017-03-06,Albury,15.4,29.9,0.0,SE,37.0,ESE,SSE,20.0,19.0,47.0,23.0,1014.8,1013.1,21.4,28.0,No,No,"(-36.0736, 146.9135)"
2017-03-07,Albury,16.8,29.9,0.0,SE,28.0,SE,ESE,20.0,11.0,47.0,23.0,1018.2,1015.6,20.1,27.7,No,No,"(-36.0736, 146.9135)"
2017-03-08,Albury,12.4,29.5,0.0,NW,22.0,SE,W,0.0,9.0,57.0,33.0,1019.3,1015.8,18.9,27.3,No,No,"(-36.0736, 146.9135)"
2017-03-09,Albury,11.9,30.3,0.0,W,33.0,SSE,WNW,6.0,19.0,67.0,30.0,1018.6,1014.9,17.2,28.1,No,No,"(-36.0736, 146.9135)"
2017-03-10,Albury,11.0,32.7,0.0,WSW,33.0,SSE,WSW,0.0,19.0,51.0,20.0,1016.9,1012.9,17.4,31.7,No,No,"(-36.0736, 146.9135)"
2017-03-11,Albury,14.3,32.5,0.0,SE,22.0,S,ENE,2.0,9.0,49.0,23.0,1013.6,1009.3,20.5,31.6,No,No,"(-36.0736, 146.9135)"
2017-03-12,Albury,18.6,36.0,0.0,WSW,69.0,ENE,NW,7.0,30.0,35.0,12.0,1004.9,1001.2,23.7,34.4,No,No,"(-36.0736, 146.9135)"
2017-03-13,Albury,16.0,30.9,0.0,ENE,46.0,SE,S,13.0,9.0,65.0,35.0,1011.2,1011.0,19.8,29.8,No,No,"(-36.0736, 146.9135)"
2017-03-14,Albury,15.4,33.9,0.0,ENE,41.0,SE,ESE,4.0,20.0,65.0,25.0,1019.0,1015.8,20.6,33.0,No,No,"(-36.0736, 146.9135)"
2017-03-15,Albury,16.7,33.8,0.0,ENE,44.0,ESE,NNE,9.0,24.0,60.0,30.0,1018.5,1013.6,22.9,33.0,No,No,"(-36.0736, 146.9135)"
2017-03-16,Albury,20.9,31.5,0.0,NNE,35.0,ENE,W,9.0,17.0,56.0,48.0,1012.2,1010.0,25.5,28.2,No,No,"(-36.0736, 146.9135)"
2017-03-17,Albury,19.3,31.2,0.0,SE,35.0,SE,SSE,20.0,20.0,55.0,30.0,1018.3,1018.8,21.3,30.0,No,No,"(-36.0736, 146.9135)"
2017-03-18,Albury,13.6,32.6,0.0,ESE,24.0,SSE,E,11.0,7.0,52.0,27.0,1024.7,1021.9,18.8,31.2,No,No,"(-36.0736, 146.9135)"
2017-03-19,Albury,15.3,34.9,0.0,SE,24.0,SSE,SSE,6.0,15.0,62.0,30.0,1020.2,1015.0,20.2,33.1,No,No,"(-36.0736, 146.9135)"
2017-03-20,Albury,20.0,33.1,0.0,WNW,37.0,ESE,NE,4.0,13.0,59.0,46.0,1016.8,1013.0,24.6,30.8,No,No,"(-36.0736, 146.9135)"
2017-03-21,Albury,20.1,25.2,0.0,NNE,33.0,SE,SE,11.0,6.0,100.0,92.0,1013.9,1011.5,20.5,22.1,No,No,"(-36.0736, 146.9135)"
2017-03-22,Albury,19.6,26.6,0.0,SE,31.0,SE,ENE,7.0,11.0,99.0,74.0,1013.1,1012.0,21.6,23.6,No,No,"(-36.0736, 146.9135)"
2017-03-23,Albury,19.4,23.7,0.0,SE,39.0,SE,SSE,15.0,24.0,64.0,60.0,1017.4,1017.1,20.3,21.9,No,No,"(-36.0736, 146.9135)"
2017-03-24,Albury,14.2,27.8,0.0,ESE,22.0,SE,SE,13.0,9.0,68.0,39.0,1018.7,1015.3,19.1,26.5,No,No,"(-36.0736, 146.9135)"
2017-03-25,Albury,17.6,24.4,0.0,SSE,26.0,NE,SE,2.0,15.0,82.0,69.0,1014.9,1013.5,18.8,21.7,No,No,"(-36.0736, 146.9135)"
2017-03-26,Albury,15.6,30.3,0.2,SE,19.0,SE,SE,6.0,9.0,86.0,44.0,1015.5,1012.7,19.0,29.0,No,No,"(-36.0736, 146.9135)"
2017-03-27,Albury,17.5,34.7,0.0,WSW,81.0,S,N,4.0,19.0,81.0,41.0,1013.0,1007.5,20.2,32.9,No,Yes,"(-36.0736, 146.9135)"
2017-03-28,Albury,12.3,26.0,3.2,SW,30.0,S,SE,0.0,7.0,74.0,32.0,1014.3,1012.4,15.7,25.0,Yes,No,"(-36.0736, 146.9135)"
2017-03-29,Albury,10.5,28.0,0.2,N,28.0,S,N,0.0,17.0,76.0,30.0,1012.5,1008.2,13.9,26.7,No,No,"(-36.0736, 146.9135)"
2017-03-30,Albury,11.7,21.3,0.0,W,39.0,W,S,15.0,19.0,68.0,49.0,1011.8,1011.8,13.7,19.1,No,No,"(-36.0736, 146.9135)"
2017-03-31,Albury,6.5,21.4,0.0,SSE,22.0,SSE,WSW,9.0,7.0,67.0,30.0,1020.0,1017.2,11.0,20.3,No,No,"(-36.0736, 146.9135)"
2017-04-01,Albury,6.0,22.1,0.0,WSW,44.0,SSE,W,0.0,20.0,80.0,42.0,1020.3,1018.9,9.9,21.2,No,No,"(-36.0736, 146.9135)"
2017-04-02,Albury,7.6,22.8,0.0,SE,28.0,SSE,SSE,15.0,9.0,54.0,39.0,1026.4,1023.7,15.9,22.2,No,No,"(-36.0736, 146.9135)"
2017-04-03,Albury,12.1,23.9,0.0,SE,31.0,SE,SSW,19.0,11.0,54.0,31.0,1030.0,1026.6,16.1,23.7,No,No,"(-36.0736, 146.9135)"
2017-04-04,Albury,8.6,23.9,0.0,SSE,19.0,SSE,ESE,7.0,11.0,65.0,33.0,1030.4,1026.4,15.6,22.7,No,No,"(-36.0736, 146.9135)"
2017-04-05,Albury,9.1,24.2,0.0,SSE,19.0,SSE,S,0.0,7.0,63.0,34.0,1027.6,1022.5,15.0,23.1,No,No,"(-36.0736, 146.9135)"
2017-04-06,Albury,9.3,24.8,0.0,E,17.0,E,ESE,4.0,7.0,64.0,31.0,1026.0,1022.5,15.8,23.7,No,No,"(-36.0736, 146.9135)"
2017-04-07,Albury,8.7,25.4,0.0,N,26.0,E,NNE,0.0,13.0,68.0,33.0,1027.8,1023.0,15.2,24.8,No,No,"(-36.0736, 146.9135)"
2017-04-08,Albury,9.1,24.2,0.0,N,31.0,SSE,SSE,9.0,13.0,73.0,52.0,1023.9,1018.0,15.7,22.5,No,Yes,"(-36.0736, 146.9135)"
